Name	RNAi_1	RNAi_3	RNAi_4	Untreated_1	Untreated_3	Untreated_4
FBtr0340287	14.083	6.172	9.295	11.546	2.68	2.976
FBtr0086802	19.917	8.828	9.705	12.454	4.32	3.024
FBtr0087806	369.538	46.592	61.782	108.394	31.118	31.347
FBtr0339738	1540.473	831.408	916.218	1853.606	771.882	806.653
FBtr0077021	0	0	0	0	1	0
FBtr0087188	3	0	1	0	0	0
FBtr0078140	318.216	132.262	158.829	362.275	109.568	108.516
FBtr0336989	44.341	37.903	24.143	25.713	11.785	45.682
FBtr0078141	61.443	21.835	45.028	90.012	19.647	17.802
FBtr0070392	304.61	145.475	171.516	125.615	41.52	53.478
FBtr0345608	1.39	1.525	1.484	1.385	1.48	1.522
FBtr0074643	1026	427	497	979	345	422
FBtr0074314	226.664	231.825	337.8	217.976	271.974	332.019
FBtr0340150	1007.977	207.525	147.2	925.479	188.609	95.309
FBtr0112356	0.736	0	0	1.798	0	0.677
FBtr0343707	0.265	0	0.001	0.204	0	0.323
FBtr0072537	1062.604	399	524	1031	338	376
FBtr0112488	4	0	0	2	0	0
FBtr0073168	2.488	1.803	1.46	0.647	0.362	1.172
FBtr0333137	7.926	0.853	2.977	3.078	1.717	1.027
FBtr0073166	0.919	0.229	1.776	1.84	0.644	0.356
FBtr0333138	0.462	0.228	1.824	0.542	0.647	0.355
FBtr0073167	1.274	0.887	1.964	0.892	0.629	1.09
FBtr0083884	0	0	0	0	0	0
FBtr0332106	17.737	18.613	3.959	31.706	18.492	4.058
FBtr0289972	664.759	218.971	298.56	593.269	112.97	208.44
FBtr0300711	151.37	50.416	42.481	176.71	37.538	36.502
FBtr0077764	67	18	18	75	19	23
FBtr0088747	11	2	5	8	4	6
FBtr0082304	2791	1260	1364	2700	951	1049
FBtr0086037	826	225	237	553	139	156
FBtr0088226	1588.559	541.941	526.417	934.144	319.297	506.072
FBtr0083498	1	0	0	0	0	0
FBtr0300996	116.711	25.374	20.076	33.12	28.045	31.751
FBtr0110941	4502.675	1569.569	1652.924	4605.846	1506.955	1490.249
FBtr0088748	1	0	0	3.07	1	1
FBtr0073728	488.846	123.029	164.736	775.814	84.986	167.829
FBtr0072033	2309.296	815.666	816.306	3098.404	810.299	1016.533
FBtr0072034	93.03	45.334	85.694	92.596	44.701	70.467
FBtr0086906	3211.737	1047.619	1099	3218.641	923	1067.639
FBtr0300048	16.976	1.03	3.025	1.059	0	0
FBtr0070027	817.041	324.815	294.814	640.077	239.06	263.242
FBtr0333546	80.592	143.731	140.178	129.992	99.68	92.963
FBtr0333547	33.875	17.535	18.795	15.982	15.677	18.509
FBtr0076695	318.772	132.533	113.364	302.401	89.146	142.05
FBtr0332137	14.228	6.467	32.636	38.599	37.854	6.95
FBtr0070647	9	2	0	6	1	3
FBtr0084660	411.956	196.769	253.609	430.232	88.699	177.814
FBtr0306171	297.566	22.046	13.75	159.243	11.108	16.148
FBtr0084659	349.477	167.185	201.641	936.525	316.193	360.038
FBtr0086080	850.215	241.772	272.351	863.382	303.413	265.873
FBtr0086081	386.012	23.378	28.423	306.912	18.374	36.997
FBtr0086079	429.157	24.957	10.998	36.976	9.473	10.578
FBtr0345710	58.42	90.898	40.591	23.417	57.046	23.641
FBtr0070501	874.603	314.312	442.752	837.347	333.29	433.762
FBtr0273276	85.977	19.79	25.657	166.235	21.663	28.597
FBtr0332051	570.858	269.763	287.283	521.014	152.183	222.807
FBtr0078554	73.142	14.237	28.717	72.986	41.817	43.193
FBtr0089759	1147.464	99.896	106.903	3816.778	300.183	202.602
FBtr0339428	398.152	313.297	438.553	66.073	84.315	183.031
FBtr0346634	808.485	461.187	445.087	763.7	1018.038	1047.591
FBtr0089758	6191.968	1879.62	1945.458	7314.639	1853.464	1585.572
FBtr0331561	113.425	38.346	41.569	64.226	23.259	24.581
FBtr0089478	75.961	67.142	56.183	92.366	29.833	73.739
FBtr0089479	462.614	101.512	129.248	291.409	102.908	87.679
FBtr0273284	1.262	0	0	0.272	0	0.252
FBtr0342690	1.27	0	0	0.271	0	0.252
FBtr0112774	0.206	0	0	0.242	0	0.243
FBtr0112775	1.261	0	0	0.272	0	0.252
FBtr0085122	364.076	88.268	121.944	631.07	249.719	125.829
FBtr0333327	168.211	98.083	144.721	194.673	72.7	125.155
FBtr0085123	941.713	433.649	510.335	1071.257	304.581	426.016
FBtr0086171	220.12	75.963	121.555	245.496	69.471	100.882
FBtr0086173	50.515	84.652	45.878	30.021	127.941	116.288
FBtr0086172	1060.486	247.386	387.567	726.618	174.367	286.829
FBtr0331619	51.233	7.769	11.823	28.965	19.631	8.225
FBtr0080908	360.767	154.231	123.177	532.035	163.369	189.775
FBtr0335234	0.998	0.5	0	1.989	1.655	0
FBtr0084862	1.002	0.5	0	2.011	0.345	0
FBtr0300875	3.46	1.989	1.57	3.147	1.494	2.481
FBtr0300876	3.54	2.011	0.43	3.212	1.506	2.519
FBtr0302204	12	4	3	9	3	3
FBtr0077016	1000.194	511.034	517.968	1268.078	458.047	466.022
FBtr0076590	0	1	0	2	1	0
FBtr0079971	1	0	0	0	0	0
FBtr0088273	234.337	79.367	80	217.115	46.219	70.853
FBtr0347550	249.362	34.349	52.044	127.044	31.249	38.412
FBtr0078958	937.921	313.94	406.152	1159.219	325.323	393.687
FBtr0329972	369.181	64.091	83.242	504.269	83.965	25.619
FBtr0329971	3091.603	1275.21	1372.976	3187.862	1173.922	1232.597
FBtr0343808	115.216	30.699	45.782	144.87	15.113	48.784
FBtr0300089	0.098	0	0.112	1.778	0.251	0.083
FBtr0075274	2550	990	1076	2982	969	1108
FBtr0082025	1857	686	919	3255	1078	1581
FBtr0100642	3438	1009	1295	3825	1179	1441
FBtr0100645	1.496	0.319	0.319	1.538	0	0
FBtr0070660	8	1	2	5	2	1
FBtr0075308	1704	786	813	1624	542	639
FBtr0071174	1517.601	803.829	839.351	2003.772	990.423	701.366
FBtr0343353	962.497	117.673	41.856	684.553	84.508	107.839
FBtr0080835	0.006	0.918	0	1.957	0	0
FBtr0337080	3.994	0.082	0	0.043	0	0
FBtr0346101	427.29	80.902	102.215	498.369	88.688	102.2
FBtr0082378	742.71	193.098	257.785	396.631	172.312	149.8
FBtr0075837	1	1	0	1	0	0
FBtr0079863	28.436	6.714	6.831	6.636	26.071	7.169
FBtr0335502	127.625	47.286	75.169	185.421	33.929	80.831
FBtr0076763	408	140	143	448	103	146
FBtr0072226	3457	1641	2088	4697	1782	2060
FBtr0081843	1320	453	445	1425	407	377
FBtr0303406	143.226	62.348	91.923	61.476	20.049	43.3
FBtr0084643	7	2	0	5	2	1
FBtr0339744	30.427	7.028	5.821	4.379	6.985	7.666
FBtr0070840	209.045	54.44	62.024	233.734	69.476	79.134
FBtr0075595	801	334	366	441	200	227
FBtr0084969	52.139	29.46	101.425	247.613	61.474	85.461
FBtr0346731	229.861	78.54	16.575	51.387	27.526	38.539
FBtr0113070	1174.233	305.025	356.013	1762.446	506.043	416.013
FBtr0302929	0	0	0	0	0	0
FBtr0112442	0	0	0	0	0	0
FBtr0344668	238.552	38.262	42.234	152.334	55.75	39.488
FBtr0344648	101.916	31.763	37.727	99.893	41.596	30.29
FBtr0344651	163.607	38.562	39.23	135.769	42.715	35.628
FBtr0344647	182.014	40.947	38.44	183.153	52.225	41.182
FBtr0344650	37.244	48.038	64.444	56.005	44.012	34.63
FBtr0344649	98.075	30.928	35.381	89.243	44.163	32.532
FBtr0344652	151.507	37.722	34.461	139.205	52.824	37.882
FBtr0077358	6.038	3.938	2.136	6.376	3.915	2.186
FBtr0333714	15.281	6.889	4.036	16.684	4.064	4.119
FBtr0333713	285.583	119.056	145.787	262.906	114.998	103.294
FBtr0077359	20.335	20.117	3.041	3.035	3.023	12.401
FBtr0088077	16	11	5	16	5	5
FBtr0076515	197.467	152.787	119.875	319.998	113.534	167.89
FBtr0301141	582.201	319.044	392.543	828.621	341.72	334.905
FBtr0076516	577.332	69.169	60.582	237.382	46.746	27.206
FBtr0088463	1651	477	538	1200	363	458
FBtr0085558	1518.612	762.141	837.735	1741.959	662.996	771.148
FBtr0310278	2.077	0.501	0.501	0.611	0.501	1.013
FBtr0075659	1.923	0.499	0.499	2.389	0.499	0.987
FBtr0072234	5072.719	1634.491	1666.059	4912.473	1495.877	1491.144
FBtr0343278	49.312	24.411	12.759	223.926	24.685	25.856
FBtr0083750	21.555	21.217	21.372	21.586	21.206	21.336
FBtr0083749	37.151	29.542	30.317	68.81	32.718	30.956
FBtr0335020	1133.891	357.241	475.312	1226.604	378.076	378.708
FBtr0343100	1121.814	135.554	57.851	645.681	105.106	132.958
FBtr0304672	2062.122	1037.39	1303.651	2296.44	894.883	988.46
FBtr0075769	46.438	18.996	18.553	33.082	18.462	24.329
FBtr0085470	6	2	3	7	3	6
FBtr0112750	0	0	1	0	0	0
FBtr0345248	77	18	35	81	39	29
FBtr0290228	0	0	0	0	0	0
FBtr0100324	353.5	88.303	86.783	283.996	38.982	79.97
FBtr0085897	799.5	256.697	276.217	635.004	247.018	221.03
FBtr0331498	4	1	4	6	0	2
FBtr0078868	1450.511	712.014	789.473	1916.249	534.307	699.988
FBtr0334899	14.489	7.986	12.152	7.751	14.693	8.012
FBtr0083562	848	353	387	949	292	384
FBtr0081250	13	6	4	11	6	5
FBtr0073620	639.413	277	345	736.123	286	309
FBtr0088314	288.525	66.62	86.442	252.714	51.635	83.611
FBtr0330615	12.475	0.38	6.558	0.286	0.365	0.389
FBtr0085260	1	0	2	1	1	1
FBtr0273278	96.985	16.618	35.119	58.108	20.586	19.127
FBtr0077874	0	0	0	1	0	0
FBtr0083658	11.006	4.002	4.002	6.005	4.003	6
FBtr0073185	222.035	60.053	56.954	213.895	41.178	42.655
FBtr0088708	0.379	0	0	0	0.318	0
FBtr0339336	1.799	0	0	0	0.38	0
FBtr0073211	2289.395	938.389	1169.938	2453.029	906.899	935
FBtr0303759	934.912	440.526	443.012	933.888	307.723	252.636
FBtr0087407	545.088	63.474	103.988	381.112	91.277	118.364
FBtr0345544	491.069	57.142	29.289	137.135	56.816	29.711
FBtr0080837	21687.931	9289.858	10808.711	15202.865	5569.184	6603.289
FBtr0339413	4	0	1	6	1	2
FBtr0290092	0.655	0.655	0.655	0.337	0.337	0.337
FBtr0110861	0.666	0.666	0.666	0.333	0.333	0.333
FBtr0072443	0.679	0.679	0.679	0.33	0.33	0.33
FBtr0345146	0.162	0.56	0.048	0.066	0	1.6
FBtr0333846	3.59	1.968	1.102	2.144	1.441	1.107
FBtr0333847	4.402	1.533	0.983	1.617	1.217	0.988
FBtr0290043	0.697	0.903	0.084	0.265	0	0.519
FBtr0345147	2.272	2.573	1.577	3.109	0.692	1.575
FBtr0290044	2.877	2.463	1.206	2.801	0.649	1.211
FBtr0302198	138.337	98.982	75.078	113.469	37.051	90.441
FBtr0087801	881.813	340.466	456.544	672.823	274.568	274.559
FBtr0074201	1018	385	487	1189	401	371
FBtr0087549	1266.023	643.243	588.93	1456.405	623.023	343.767
FBtr0305616	386.972	110.419	94.511	336.964	56.94	174.696
FBtr0087550	193.329	82.169	83.092	103.141	80.086	213.87
FBtr0087548	2390.676	924.17	1393.467	2853.491	807.951	1118.667
FBtr0332268	1	0	0	0	0	0
FBtr0083371	10256.32	2583.604	3615.428	12618.311	3388.801	4284.524
FBtr0337060	1543.811	910.396	477.572	206.689	787.199	706.476
FBtr0306927	17.03	6.018	5.004	16.188	8.424	8.208
FBtr0083167	0	0	0	0	0	0
FBtr0344379	0	0	0	0	0	0
FBtr0346144	19.457	2.414	1.948	26.501	1.948	4.616
FBtr0081573	2.662	2.586	2.052	2.82	2.052	5.384
FBtr0088469	790	213	231	1283	355	314
FBtr0084828	0	0	0	1	0	1
FBtr0071539	42.79	26.911	38.445	38.786	29.396	16.53
FBtr0332423	111.488	38.09	33.691	28.249	23.517	23.967
FBtr0071538	65.629	93.841	66.678	25.283	24.034	26.316
FBtr0071537	2630.586	825.611	929.608	1193.397	279.161	334.618
FBtr0071540	126.534	90.133	114.833	155.015	59.12	55.987
FBtr0071535	92.363	28.89	24.771	41.14	10.279	14.565
FBtr0071536	57.94	37.872	33.52	28.128	23.435	23.882
FBtr0336953	0	0	1	0	0	0
FBtr0331810	4140.43	2064.321	2368.52	5235.419	2061.307	2352.436
FBtr0075140	142.57	19.679	25.48	7.581	13.693	37.564
FBtr0079958	241	55	68	281	42	61
FBtr0472598	1	0	0.835	1.009	0.835	1.025
FBtr0472597	0	0	1.165	0	1.165	0
FBtr0310416	18.854	2.676	1.582	34.313	7.039	4.228
FBtr0072505	12.075	2.684	1.638	11.524	2.51	6.527
FBtr0072504	11.071	2.64	3.78	30.163	11.451	6.245
FBtr0082642	72.07	3.443	11.106	14.748	3.419	11.215
FBtr0082641	4178.611	1472.557	1683.894	5416.245	1462.581	1668.785
FBtr0340393	4331.75	1494.642	1721.901	3907.696	1234.862	1467.548
FBtr0299689	23.957	24.541	24.341	42.676	79.36	24.615
FBtr0299688	21.29	6.817	6.758	6.628	6.778	6.836
FBtr0085385	5649.682	3054.694	3536.013	5159.196	2053.117	2146.221
FBtr0334532	1402.039	148.306	172.987	905.804	374.883	420.729
FBtr0343848	67	21	22	54	12	27
FBtr0080629	883	380	415	871	377	407
FBtr0078521	0	0.09	0	0	0	0
FBtr0344813	0	0.412	0	0	0	0
FBtr0332975	11.679	1.989	0.198	1.366	0.621	0.839
FBtr0113777	0.125	0.11	0.182	0.632	0.815	4.465
FBtr0113776	0.196	1.901	2.619	12.001	0.564	0.696
FBtr0085550	6.961	1.985	1.518	6.39	1.006	2.038
FBtr0085551	6.039	4.015	1.482	5.61	0.994	4.962
FBtr0082258	42	18	18	45	15	19
FBtr0075129	0	1	1	0	0	0
FBtr0330730	978.876	495.815	379.985	2610.566	1787.678	1706.393
FBtr0330729	1430.828	689.11	575.852	1085.747	292.039	352.38
FBtr0330734	5138.893	1756.458	2107.309	2699.535	1092.766	1303.582
FBtr0330733	2687.104	1854.61	1978.798	5559.215	1656.516	1101.958
FBtr0330732	878.471	143.007	138.056	418.937	117.001	123.688
FBtr0070829	1258.172	468	492	1320.81	413.005	408.457
FBtr0290211	0.147	0.204	0.601	4.222	0	0.546
FBtr0083632	3.827	0.963	4.365	5.152	0.211	1.988
FBtr0344291	11.163	0.241	4.828	0.486	0.002	2.266
FBtr0306354	103.893	30.546	47.864	63.475	23.091	25.861
FBtr0074962	108.577	26.638	16.893	89.317	10.909	15.055
FBtr0290116	89.521	81.145	117.515	184.319	97.272	89.171
FBtr0331862	384.958	51.788	43.728	213.988	57.728	48.913
FBtr0336793	0	0	0	0	0	0
FBtr0072712	102.538	37.767	51.618	26.389	10.804	7.149
FBtr0072713	7.462	6.233	5.382	3.611	1.196	1.851
FBtr0300293	937.749	272.948	364.408	1005.392	177.546	381.897
FBtr0333003	710.251	279.052	255.592	783.608	280.454	205.103
FBtr0072027	1070	522	514	921	333	379
FBtr0081131	429	128	134	490	123	128
FBtr0084016	1362.205	532.047	636.971	1505.235	504.502	531.706
FBtr0304714	13.795	6.953	3.029	8.765	1.756	6.294
FBtr0299821	2.413	0.311	0.366	3.208	1.352	0.34
FBtr0309797	0	0	0	0	0	0
FBtr0076978	1323.212	251.026	227.415	1289.62	330.339	360.318
FBtr0076981	8.122	13.71	19.621	16.86	7.984	11.808
FBtr0330184	593.538	336.988	449.861	799.925	427.043	298.848
FBtr0076980	467.229	188.276	204.103	823.897	192.634	280.026
FBtr0088377	213.346	55.532	67.212	105.057	33.605	36.567
FBtr0088378	4.654	7.468	0.788	62.943	2.395	6.433
FBtr0084481	13	5	8	44	12	22
FBtr0301322	4	1	0	5	0	0
FBtr0303375	95.923	61.02	56.617	114.37	48.141	65.338
FBtr0333853	107.698	27.249	41.284	135.261	34.983	50.85
FBtr0075638	1006.379	381.731	456.099	848.369	294.876	315.812
FBtr0088161	0.15	0	1	0.4	0	0
FBtr0084320	1343.37	589.073	699.597	1175.8	386.088	412.082
FBtr0310040	45.63	13.927	9.403	16.2	26.912	16.918
FBtr0084466	663.986	273.241	348.649	646.456	193	237.921
FBtr0080852	1732.273	594.849	630.364	1395.207	447.789	415.719
FBtr0070914	1769.139	778.649	767	1504.261	517	538.515
FBtr0301202	223.624	66.516	60.452	243.248	98.806	63.865
FBtr0340273	419.216	157.617	188.289	775.448	286.943	214.532
FBtr0086887	563.728	203.234	263.545	371.588	174.039	138.217
FBtr0086886	454.432	201.512	148.714	535.717	126.212	196.387
FBtr0085836	4155	1231	1585	3426	875	951
FBtr0071215	203.861	68.332	56.976	198.826	67.752	61.161
FBtr0071214	363.245	80.893	63.284	294.03	83.268	76.495
FBtr0071217	509.2	719.964	982.477	666.192	508.245	524.165
FBtr0300750	641.271	390.186	367.722	1014.838	684.692	423.022
FBtr0071216	2878.619	1460.299	943.688	5659.799	1381.637	1923.273
FBtr0300751	5428.325	2152.326	3140.387	7571.356	2824.404	2640.884
FBtr0077075	3368.576	1000.383	1480.759	3471.019	1353.577	642.974
FBtr0077076	319.426	629.136	305.811	108.966	333.552	1021.473
FBtr0077074	994.997	375.48	411.43	1983.015	328.87	517.553
FBtr0091651	1581.371	504.278	520.085	1624.358	383.379	440.116
FBtr0330292	1767.594	777	886	2064	796	703
FBtr0113060	19.213	5.832	2.436	16.377	8.422	4.111
FBtr0088541	194.787	49.168	84.564	113.623	26.578	53.889
FBtr0308308	25.058	9.818	8.271	61.958	17.364	20.173
FBtr0308310	15.507	10.272	6.102	23.256	7.879	8.843
FBtr0345072	31.34	8.32	8.248	63.777	16.04	17.71
FBtr0308309	24.842	9.786	8.248	60.637	17.261	17.71
FBtr0345071	28.341	9.279	8.147	70.361	17.406	18.654
FBtr0074753	290.977	96.679	123.786	296.278	41.177	98.821
FBtr0344968	13.214	5.275	5.201	0.989	1.082	1.121
FBtr0335023	19.342	1.046	1.014	26.733	4.741	1.058
FBtr0087389	81	21	30	118	41	33
FBtr0081711	42	12	21	40	10	20
FBtr0074558	352	198	201	375	144	146
FBtr0071682	32.971	13.849	6.547	13.931	1.831	6.132
FBtr0345682	8.029	2.151	4.453	2.069	3.169	1.868
FBtr0076936	515.651	174	221	479	124	187
FBtr0084648	7073.763	2593.458	2980.398	8929.839	2855.995	3114.347
FBtr0084647	22.371	21.294	21.121	19.712	18.954	21.965
FBtr0306024	236.683	125.448	131.571	166.964	66.395	135.153
FBtr0334336	195.183	87.8	133.91	240.485	107.656	132.535
FBtr0082889	196.896	56.23	111.5	45.082	14.4	7.44
FBtr0082888	1.104	18.77	5.5	0.918	4.6	0.56
FBtr0083674	164.624	54.506	51.382	218.245	47.551	87.338
FBtr0331352	750.376	292.494	366.618	700.755	205.449	251.662
FBtr0339591	33.009	22.018	20.281	26.449	13.54	13.969
FBtr0070260	320.714	58.338	139.386	255.434	68.258	93.114
FBtr0339590	2952.76	1130.645	1339.788	3734.25	1012.623	1104.936
FBtr0073936	0.414	0	0	1.258	1	0
FBtr0081196	0	0	0	0.5	0	0
FBtr0343804	0	0	0	0.5	0	0
FBtr0071914	24.7	28.512	28.133	42.798	20.064	30.582
FBtr0071913	96.523	73.379	87.935	175.696	53.301	61.787
FBtr0071911	4838.161	1763.922	1967.728	3399.395	1094.586	989.326
FBtr0309858	461.616	284.187	139.204	67.11	90.049	153.305
FBtr0070826	699.485	157.738	202.78	763.558	190.694	170.704
FBtr0070825	426.243	295.826	315.276	559.18	264.796	255.377
FBtr0085583	7530.731	3994.475	4663.087	5204.337	2150.036	2244.941
FBtr0085584	510.999	286.153	329.862	370.206	129.574	160.766
FBtr0085582	86.163	43.372	18.051	28.457	22.39	6.293
FBtr0070895	1498.706	649	749	1568	480	537
FBtr0079491	25408.801	13185.195	13673.62	78175.114	22434.747	24152.234
FBtr0079490	28322.452	6875.805	7243.38	15920.879	7829.253	7193.541
FBtr0076519	880.582	460.44	529.558	1135.482	345.589	461.462
FBtr0333907	309.384	19.56	6.442	64.518	19.411	6.538
FBtr0075991	640.296	170.625	221	637.126	206	218
FBtr0074768	518.813	248.496	297.021	673.599	226.004	299.962
FBtr0307162	31.187	15.504	8.979	34.401	8.996	22.038
FBtr0299685	0	0	0	3.009	0.134	0
FBtr0345443	0	0	0	0.469	1.698	0
FBtr0081102	0	0	0	0.522	0.168	0
FBtr0308705	113.552	29.028	67.966	113.968	92.168	21.352
FBtr0074159	2518.102	740.654	778.401	1861	643.985	894.383
FBtr0303567	979.375	441.991	502.406	1705.425	393.311	370.93
FBtr0345134	21.052	0.328	7.774	71.161	0.536	0.335
FBtr0070858	377.483	137.073	127.111	394.943	49.588	126.421
FBtr0343051	201.238	117.737	119.889	166.754	160.412	101.579
FBtr0078803	3221.186	1310.454	1560.157	3402.762	1325.025	1314.03
FBtr0078804	428.814	149.546	176.843	440.238	138.975	195.97
FBtr0071832	92	29	47	75	25	26
FBtr0300179	19.762	5.615	10.124	16.472	3.586	10.051
FBtr0072459	15.472	5.24	8.912	13.393	3.437	6.895
FBtr0306330	35.662	17.421	17.17	38.108	13.216	20.071
FBtr0300178	180.105	61.723	35.794	166.027	28.761	18.983
FBtr0089526	0	0	0	1	0	0
FBtr0304067	20.421	6.812	5.112	14.973	5.664	5.54
FBtr0304066	127.228	0.651	1.578	105.901	5.62	4.189
FBtr0344942	4.928	1.076	1.692	7.581	2.043	1.847
FBtr0304064	5.286	1.722	2.493	6.719	1.832	1.74
FBtr0304069	4.387	1.526	3.058	6.455	1.718	1.409
FBtr0304061	4.156	1.504	2.627	5.948	1.688	1.391
FBtr0304065	4.468	1.668	2.063	5.766	1.769	1.685
FBtr0304062	25.583	3.024	3.884	10.368	3.149	4.397
FBtr0304068	21.42	3.023	3.507	24.198	4.516	2.114
FBtr0084237	918.614	368	482	988	362	473
FBtr0112474	0	0	0	0	0	0
FBtr0333932	0	0	0	0	0	0
FBtr0300576	111.199	264.636	287.611	906.436	256.76	227.221
FBtr0087254	1810.801	294.364	328.389	611.564	225.24	241.779
FBtr0070378	840.204	337.681	301.52	1050.719	322.292	305.204
FBtr0333260	40.536	18.727	27.293	58.472	31.049	15.301
FBtr0070380	290.415	71.069	107.235	160.489	98.095	94.071
FBtr0070379	341.908	83.489	161.952	496.938	157.767	147.424
FBtr0088183	2	1	0	2	1	0
FBtr0080216	0	0	0	0	0	0
FBtr0343618	0	0	0	0	0	0
FBtr0088955	1222.603	575	678	1069.57	436.931	501
FBtr0083589	3.145	1.357	1.901	10.088	2.544	2.167
FBtr0290023	3.256	1.372	1.373	5.547	2.612	2.213
FBtr0330313	3.236	1.369	1.37	5.484	2.6	2.205
FBtr0330312	3.174	1.36	1.361	5.295	2.562	2.179
FBtr0337037	3.498	0.405	2.25	10.706	1.638	1.024
FBtr0083591	3.228	1.368	1.369	5.46	2.595	2.202
FBtr0337036	5.251	0.404	1.01	1.19	1.863	1.086
FBtr0083592	3.212	1.366	1.367	8.231	2.585	3.925
FBtr0075722	17	5	14	12	4	5
FBtr0084613	0	0	0	0	0	0
FBtr0076100	0	0	0	0	0	0
FBtr0084304	1491.862	489	557	1070.833	359	366
FBtr0301387	274.221	69.309	92.857	393.171	89.223	109.136
FBtr0344896	37.85	39.384	38.745	52.01	28.765	41.583
FBtr0344895	24.857	39.575	18.543	31.317	19.962	24.858
FBtr0087668	2042.089	893.053	1015.903	2042.634	777.243	736.046
FBtr0114623	572.11	202.764	228.335	373.356	177.278	110.181
FBtr0086583	18.736	17.818	18.228	104.204	187.551	114.389
FBtr0100176	20.77	23.673	19.481	71.812	94.487	79.901
FBtr0340450	6284.909	826.251	916.454	6797.519	1062.797	939.77
FBtr0086582	1733.972	450.497	404.26	2110.471	846.756	655.365
FBtr0100174	595.521	1169.13	1217.583	1036.5	784.945	709.154
FBtr0086584	2316.105	1069.72	1301.326	5042.288	1476.178	1452.89
FBtr0088854	6.012	1	1	6.012	4.586	0
FBtr0074710	122	42	46	58	24	13
FBtr0072023	0	0	0	1	0	0
FBtr0081387	353.22	132.458	173	314.515	90.403	117.412
FBtr0070026	681.054	350	382	673.077	271	304.299
FBtr0339745	1	0	0	0	0	0
FBtr0081403	3724.78	1430.542	1539	4129.492	1375.597	1340.588
FBtr0088251	281.764	95.706	121	286	87	121
FBtr0078639	98.236	19.561	21.386	38.498	31.341	11.685
FBtr0078638	221.306	77.037	77.201	190.338	39.137	90.793
FBtr0344116	156.459	43.402	90.412	118.164	50.523	32.523
FBtr0347002	10.923	3.637	1.738	10.039	2.295	0.497
FBtr0082603	9.606	3.95	1.795	8.592	2.405	0.497
FBtr0347003	3.293	1.789	0.436	3.153	0.412	0.501
FBtr0082604	2.107	2.42	0.435	1.905	0.408	0.505
FBtr0299969	6	2	5	22	4	6
FBtr0071674	1587.516	274.694	354.913	957.794	265.072	217.177
FBtr0345488	64.275	0.561	7.944	24.587	11.1	15.774
FBtr0342960	222.929	99.444	89.043	212.294	27.818	59.515
FBtr0071673	1960.017	695.305	686.955	1664.746	394.022	483.438
FBtr0089028	3.417	0.496	1.848	2.674	2.064	1.606
FBtr0336872	13.675	0.504	3.152	9.326	3.936	2.394
FBtr0080851	1542.178	403	451	1625.76	393	470.927
FBtr0332765	1.502	0.5	0.5	1.001	0	0
FBtr0301326	1.498	0.5	0.5	0.999	0	0
FBtr0089897	90.481	28.186	14.706	29.956	9.082	15.188
FBtr0305991	6.304	2.848	2.44	1.966	1.982	3.614
FBtr0089896	5.987	3.545	3.261	2.209	6.682	1.981
FBtr0089895	16.228	0.421	2.593	9.869	1.255	0.217
FBtr0078824	11	2	2	9	4	10
FBtr0306926	35.523	7.273	11	22	19	18
FBtr0300433	82.357	94.43	92.878	106.691	54.644	59.875
FBtr0300432	1489.697	660.256	797.218	1782.109	513.469	627.172
FBtr0073947	66.825	24.983	27.793	49.766	23.397	15.677
FBtr0073946	168.404	31.66	36.533	78.067	35.545	20.596
FBtr0082557	34.24	10.721	49.229	107.624	16.519	29.038
FBtr0082556	513.048	237.411	238.97	395.027	178.944	204.389
FBtr0335434	60.712	20.869	7.801	45.348	14.537	25.573
FBtr0308579	283.854	86.429	81.395	297.006	87.088	109.563
FBtr0070783	4867.895	1601.571	1746.605	5610.994	1728.912	1958.437
FBtr0084960	0.001	0	0	2.008	0	0
FBtr0080111	17.152	4	7	17.185	2	3
FBtr0300611	2077.393	1136.677	1260.651	2991.061	1382.571	1359.201
FBtr0334906	25.437	9.194	7.267	7.306	3.098	7.769
FBtr0303766	52.066	11.769	17.717	5.533	17.786	5.73
FBtr0071802	465.571	187.231	174.283	645.467	177.214	243.27
FBtr0340670	430.97	62.772	87.427	215.467	67.027	42.147
FBtr0339525	1102.436	147.459	121.462	976.844	122.961	154.726
FBtr0070843	2778.001	1327.863	1482.111	3555.054	1278.013	1229.127
FBtr0088323	0	0	0	0	0	0
FBtr0074366	28.494	9.712	8.814	21.029	5.325	7.123
FBtr0074371	10.072	6.184	7.104	5.547	4.059	5.19
FBtr0074367	23.265	11.21	7.058	16.069	6.379	6.132
FBtr0074370	14.465	7.869	7.958	15.877	6.863	6.099
FBtr0074368	15.527	7.657	8.489	14.992	8.22	5.973
FBtr0074369	23.753	7.693	8.534	22.96	8.276	5.995
FBtr0074365	28.464	13.676	15.043	14.547	7.879	7.488
FBtr0070884	364.866	64.897	81.779	181.468	48.035	59.695
FBtr0301170	79.891	43.742	38.475	60.99	12.807	10.355
FBtr0301169	202.602	40.258	43.525	119.01	27.193	40.645
FBtr0071898	20.009	2	2	12	5	5
FBtr0086481	14	3	7	10	4	4
FBtr0081348	1377.89	490.211	593.722	864.271	274.396	281.651
FBtr0343850	23.88	23.133	22.65	35.647	23.131	23.42
FBtr0081349	932.231	294.657	246.628	894.082	307.473	339.929
FBtr0334046	1	1	0	0	0	0
FBtr0300042	15	1	0	10	1	3
FBtr0076996	1.005	0	0	2	0	1
